,city,state,year,month,day,hour,minute,converted_timestamp
15298,Maple Valley,WA,2010,1,29,0,0,2010-01-29 00:00:00
15299,Punxsutawney,PA,2010,1,29,2,20,2010-01-29 02:20:00
15300,Edinburg,TX,2010,1,29,19,40,2010-01-29 19:40:00
15301,Kokomo,IN,2008,7,22,21,40,2008-07-22 21:40:00
15302,Kokomo,IN,2008,7,22,22,2,2008-07-22 22:02:00
15303,Peru,IN,2008,7,22,22,13,2008-07-22 22:13:00
15304,Natrona Heights,PA,2008,7,22,23,0,2008-07-22 23:00:00
15305,Lake Charles,LA,2008,7,22,23,0,2008-07-22 23:00:00
15306,Lapeer,MI,2008,7,23,1,15,2008-07-23 01:15:00
15307,Naperville,IL,2008,7,23,9,20,2008-07-23 09:20:00
15308,Gulfport,MS,2008,7,23,22,0,2008-07-23 22:00:00
15309,Monticello,IN,2008,7,23,22,0,2008-07-23 22:00:00
15310,West Los Angeles,CA,2008,12,20,16,55,2008-12-20 16:55:00
15311,San Antonio,TX,2008,12,20,17,0,2008-12-20 17:00:00
15312,Mesa,AZ,2008,12,20,18,0,2008-12-20 18:00:00
15313,Cedar Park,TX,2008,12,20,19,40,2008-12-20 19:40:00
15314,Laramie,WY,2008,12,21,17,0,2008-12-21 17:00:00
15315,Citronelle,AL,2008,12,21,19,30,2008-12-21 19:30:00
15316,Oklahoma City,OK,2008,12,22,3,43,2008-12-22 03:43:00
15317,College Station,TX,2009,2,22,23,55,2009-02-22 23:55:00
15318,Arizona City,AZ,2009,2,23,0,0,2009-02-23 00:00:00
15319,San Diego,CA,2009,2,23,1,10,2009-02-23 01:10:00
15320,Tallahassee,FL,2009,2,23,2,0,2009-02-23 02:00:00
15321,San Bernardino,CA,2009,2,23,5,10,2009-02-23 05:10:00
15322,Livonia,MI,2009,2,23,6,20,2009-02-23 06:20:00
15323,Brandon,MS,2009,2,23,9,0,2009-02-23 09:00:00
15324,Modesto,CA,2010,4,4,0,0,2010-04-04 00:00:00
15325,Haddam,CT,2010,4,4,16,0,2010-04-04 16:00:00
15326,Lynn,MA,2010,4,5,18,45,2010-04-05 18:45:00
15327,Marshfield,MA,2010,4,5,22,0,2010-04-05 22:00:00
15328,Watertown,NY,2010,6,19,22,50,2010-06-19 22:50:00
15329,Merrill,WI,2010,6,19,23,10,2010-06-19 23:10:00
15330,Blue Island,IL,2010,6,20,1,0,2010-06-20 01:00:00
15331,Rockford,IL,2010,6,20,2,35,2010-06-20 02:35:00
15332,Rockford,IL,2010,6,20,2,35,2010-06-20 02:35:00
15333,Arlington,TX,2010,6,20,4,0,2010-06-20 04:00:00
15334,Napa,CA,2010,6,20,18,40,2010-06-20 18:40:00
15335,Asheville,NC,2009,5,20,20,30,2009-05-20 20:30:00
15336,Raleigh,NC,2009,5,20,21,15,2009-05-20 21:15:00
15337,Lockport,IL,2009,5,20,22,15,2009-05-20 22:15:00
15338,Lisbon,ME,2009,5,20,22,30,2009-05-20 22:30:00
15339,Fredericksburg,VA,2009,5,21,11,40,2009-05-21 11:40:00
15340,Bradley Beach,NJ,2009,5,21,21,0,2009-05-21 21:00:00
15341,East Lansing,MI,2009,4,19,0,0,2009-04-19 00:00:00
15342,Dover,DE,2009,4,19,4,0,2009-04-19 04:00:00
15343,New Orleans,LA,2009,4,19,5,22,2009-04-19 05:22:00
15344,Sulphur Springs,TX,2009,4,19,9,0,2009-04-19 09:00:00
15345,Manhasset,NY,2009,4,19,9,35,2009-04-19 09:35:00
15346,Tucson,AZ,2009,4,19,19,45,2009-04-19 19:45:00
15347,Methuen,MA,2009,4,19,20,30,2009-04-19 20:30:00
15348,Sun Valley,CA,2009,4,19,20,40,2009-04-19 20:40:00
15349,Mesa,AZ,2009,12,1,0,23,2009-12-01 00:23:00
15350,Bloomington,IN,2009,12,1,0,45,2009-12-01 00:45:00
15351,Monmouth,OR,2009,12,1,2,0,2009-12-01 02:00:00
15352,Woodbridge,NJ,2009,12,1,3,0,2009-12-01 03:00:00
15353,Salem,MO,2009,12,1,18,40,2009-12-01 18:40:00
15354,Fremont,CA,2009,12,1,18,42,2009-12-01 18:42:00
15355,Salem,MO,2009,12,1,18,45,2009-12-01 18:45:00
15356,Lockport,IL,2009,12,1,20,30,2009-12-01 20:30:00
15357,Lake Wales,FL,2009,12,1,21,30,2009-12-01 21:30:00
15358,Napa,CA,2009,12,1,22,55,2009-12-01 22:55:00
15359,Patterson,CA,2010,5,28,2,37,2010-05-28 02:37:00
15360,Rockford,IL,2010,5,28,9,10,2010-05-28 09:10:00
15361,Minneapolis,MN,2010,5,29,10,30,2010-05-29 10:30:00
15362,Lancaster,OH,2010,5,29,13,0,2010-05-29 13:00:00
15363,Taos,NM,2010,5,29,20,5,2010-05-29 20:05:00
15364,Sarasota,FL,2010,5,29,21,10,2010-05-29 21:10:00
15365,Oregon City,OR,2010,5,29,21,30,2010-05-29 21:30:00
15366,Oregon City,OR,2010,5,29,21,30,2010-05-29 21:30:00
15367,Richland,MO,2010,5,29,22,0,2010-05-29 22:00:00
15368,Pollock Pines,CA,2010,5,4,22,15,2010-05-04 22:15:00
15369,Davie,FL,2010,5,4,22,30,2010-05-04 22:30:00
15370,Saint Cloud,MN,2010,5,4,23,40,2010-05-04 23:40:00
15371,Bertram,TX,2010,5,5,5,24,2010-05-05 05:24:00
15372,Allen,TX,2010,5,5,6,0,2010-05-05 06:00:00
15373,Rolesville,NC,2010,5,5,20,48,2010-05-05 20:48:00
15374,Durham,NC,2010,5,5,21,20,2010-05-05 21:20:00
15375,Palm Springs,CA,2010,5,5,21,30,2010-05-05 21:30:00
15376,Mount Vernon,OH,2010,5,6,0,0,2010-05-06 00:00:00
15377,Louisville,KY,2010,6,5,2,0,2010-06-05 02:00:00
15378,Lowell,AR,2010,6,5,2,0,2010-06-05 02:00:00
15379,Chicago,IL,2010,6,5,21,0,2010-06-05 21:00:00
15380,Scottsdale,AZ,2010,6,5,22,0,2010-06-05 22:00:00
15381,Sacramento,CA,2010,6,5,23,32,2010-06-05 23:32:00
15382,New York,NY,2010,6,6,2,0,2010-06-06 02:00:00
15383,Gillette,WY,2010,6,6,2,45,2010-06-06 02:45:00
15384,Albany,NY,2008,10,10,6,0,2008-10-10 06:00:00
15385,Fremont,CA,2008,10,10,10,22,2008-10-10 10:22:00
15386,South Bend,IN,2008,10,10,19,0,2008-10-10 19:00:00
15387,Seattle,WA,2008,10,10,20,0,2008-10-10 20:00:00
15388,La Crescent,MN,2008,10,10,20,0,2008-10-10 20:00:00
15389,Pueblo,CO,2008,10,10,20,40,2008-10-10 20:40:00
15390,Cincinnati,OH,2008,10,10,21,30,2008-10-10 21:30:00
15391,San Diego,CA,2008,10,10,22,0,2008-10-10 22:00:00
15392,Madison,WI,2008,10,10,22,30,2008-10-10 22:30:00
15393,Ocean City,MD,2009,8,15,23,59,2009-08-15 23:59:00
15394,Rose City,MI,2009,8,15,23,59,2009-08-15 23:59:00
15395,Charlton,MA,2009,8,16,1,0,2009-08-16 01:00:00
15396,Britt,MN,2009,8,16,0,10,2009-08-16 00:10:00
15397,Londonderry,NH,2009,8,16,1,30,2009-08-16 01:30:00
15398,Wilmington,DE,2008,5,14,22,0,2008-05-14 22:00:00
15399,Houston,PA,2008,5,18,23,0,2008-05-18 23:00:00
15400,Tama,IA,2008,5,20,21,30,2008-05-20 21:30:00
15401,Morro Bay,CA,2008,5,22,1,0,2008-05-22 01:00:00
15402,Placerville,CA,2008,5,25,3,0,2008-05-25 03:00:00
15403,Daytona Beach,FL,2008,5,26,20,0,2008-05-26 20:00:00
15404,Aurora,CO,2009,7,24,21,45,2009-07-24 21:45:00
15405,San Marcos,TX,2009,7,24,22,0,2009-07-24 22:00:00
15406,Moneta,VA,2009,7,24,22,15,2009-07-24 22:15:00
15407,Middlebourne,WV,2009,7,24,22,15,2009-07-24 22:15:00
15408,Bridgeport,WV,2009,7,24,22,15,2009-07-24 22:15:00
15409,Stanton,KY,2009,3,18,6,45,2009-03-18 06:45:00
15410,Webster City,IA,2009,3,18,20,13,2009-03-18 20:13:00
15411,Eau Claire,WI,2009,3,18,20,30,2009-03-18 20:30:00
15412,Knoxville,TN,2009,3,19,1,20,2009-03-19 01:20:00
15413,Burlington,CT,2009,3,19,6,15,2009-03-19 06:15:00
15414,Loogootee,IN,2009,3,19,21,0,2009-03-19 21:00:00
15415,Valrico,FL,2009,3,19,22,0,2009-03-19 22:00:00
15416,Oakland,CA,2010,1,30,19,0,2010-01-30 19:00:00
15417,Milwaukee,WI,2010,1,31,6,30,2010-01-31 06:30:00
15418,Ansonia,CT,2010,2,1,7,50,2010-02-01 07:50:00
15419,Socorro,NM,2010,2,1,4,45,2010-02-01 04:45:00
15420,Marana,AZ,2010,2,1,8,30,2010-02-01 08:30:00
15421,Wendell,ID,2010,2,1,21,0,2010-02-01 21:00:00
15422,Lafayette,IN,2008,7,23,22,0,2008-07-23 22:00:00
15423,Bayfield,WI,2008,7,23,22,0,2008-07-23 22:00:00
15424,Yuma,AZ,2008,7,23,22,20,2008-07-23 22:20:00
15425,Marietta,GA,2008,7,23,22,55,2008-07-23 22:55:00
15426,Aztec,NM,2008,7,23,23,30,2008-07-23 23:30:00
15427,Annandale,NJ,2008,7,24,17,20,2008-07-24 17:20:00
15428,Marquette,MI,2008,12,22,13,0,2008-12-22 13:00:00
15429,Seattle,WA,2008,12,22,16,25,2008-12-22 16:25:00
15430,Hammonton,NJ,2008,12,22,17,15,2008-12-22 17:15:00
15431,Huntington Beach,CA,2008,12,22,18,45,2008-12-22 18:45:00
15432,White City,OR,2008,12,22,21,0,2008-12-22 21:00:00
15433,Morganville,NJ,2009,2,23,19,15,2009-02-23 19:15:00
15434,El Cajon,CA,2009,2,24,1,15,2009-02-24 01:15:00
15435,La Mesa,CA,2009,2,24,1,20,2009-02-24 01:20:00
15436,El Cajon,CA,2009,2,24,1,30,2009-02-24 01:30:00
15437,Oxnard,CA,2009,2,24,2,0,2009-02-24 02:00:00
15438,Fallbrook,CA,2009,2,24,2,0,2009-02-24 02:00:00
15439,Louisiana,MO,2009,2,24,5,30,2009-02-24 05:30:00
15440,Tampa,FL,2009,2,24,12,0,2009-02-24 12:00:00
15441,Wilmington,NC,2010,4,5,23,0,2010-04-05 23:00:00
15442,Springfield,MO,2010,4,5,23,10,2010-04-05 23:10:00
15443,San Marcos,CA,2010,4,6,20,57,2010-04-06 20:57:00
15444,Cleveland,OH,2010,4,6,22,5,2010-04-06 22:05:00
15445,Pomona,CA,2010,4,7,5,20,2010-04-07 05:20:00
15446,Burns,OR,2010,4,7,20,30,2010-04-07 20:30:00
15447,Fond du Lac,WI,2010,6,20,21,20,2010-06-20 21:20:00
15448,New York,NY,2010,6,21,1,0,2010-06-21 01:00:00
15449,Glendale,CA,2010,6,21,11,45,2010-06-21 11:45:00
15450,Carlsbad,CA,2010,6,21,16,45,2010-06-21 16:45:00
15451,Trenton,NJ,2010,6,21,23,0,2010-06-21 23:00:00
15452,Benton,AR,2010,6,22,0,36,2010-06-22 00:36:00
15453,East Bridgewater,MA,2010,6,22,20,45,2010-06-22 20:45:00
15454,Vernon,VT,2009,5,21,22,0,2009-05-21 22:00:00
15455,Winterport,ME,2009,5,21,22,5,2009-05-21 22:05:00
15456,Louisville,KY,2009,5,21,23,20,2009-05-21 23:20:00
15457,El Paso,TX,2009,5,21,0,0,2009-05-21 00:00:00
15458,East Helena,MT,2009,5,22,4,30,2009-05-22 04:30:00
15459,Salamanca,NY,2009,4,19,20,55,2009-04-19 20:55:00
15460,Porterville,CA,2009,4,19,21,10,2009-04-19 21:10:00
15461,Ontario,CA,2009,4,19,21,35,2009-04-19 21:35:00
15462,Modesto,CA,2009,4,19,22,30,2009-04-19 22:30:00
15463,Campbell,CA,2009,4,19,22,45,2009-04-19 22:45:00
15464,Burlington,VT,2009,4,20,1,2,2009-04-20 01:02:00
15465,Graettinger,IA,2009,4,20,4,55,2009-04-20 04:55:00
15466,Grand Prairie,TX,2009,4,20,6,0,2009-04-20 06:00:00
15467,Blanchard,MI,2009,12,1,23,0,2009-12-01 23:00:00
15468,Iota,LA,2009,12,2,2,0,2009-12-02 02:00:00
15469,Seattle,WA,2009,12,2,3,24,2009-12-02 03:24:00
15470,Terre Haute,IN,2009,12,2,6,35,2009-12-02 06:35:00
15471,Grass Valley,CA,2009,12,2,10,30,2009-12-02 10:30:00
15472,San Dimas,CA,2009,12,2,18,30,2009-12-02 18:30:00
15473,Harrisonburg,VA,2009,12,2,19,0,2009-12-02 19:00:00
15474,Saint George,UT,2009,12,3,6,30,2009-12-03 06:30:00
15475,Wickenburg,AZ,2009,12,2,20,45,2009-12-02 20:45:00
15476,Puyallup,WA,2009,12,3,17,30,2009-12-03 17:30:00
15477,Oregon City,OR,2010,5,29,22,0,2010-05-29 22:00:00
15478,Ceresco,NE,2010,5,29,22,0,2010-05-29 22:00:00
15479,Fonda,IA,2010,5,29,22,30,2010-05-29 22:30:00
15480,Iowa City,IA,2010,5,29,22,44,2010-05-29 22:44:00
15481,Santa Cruz,CA,2010,5,29,23,10,2010-05-29 23:10:00
15482,Minneapolis,MN,2010,5,29,23,12,2010-05-29 23:12:00
15483,Granite Bay,CA,2010,5,30,2,30,2010-05-30 02:30:00
15484,Charlotte,NC,2010,5,6,12,30,2010-05-06 12:30:00
15485,Jacksonville,FL,2010,5,6,20,0,2010-05-06 20:00:00
15486,Sacramento,CA,2010,5,6,21,20,2010-05-06 21:20:00
15487,Hadley,MA,2010,5,6,21,30,2010-05-06 21:30:00
15488,Phoenix,AZ,2010,5,7,12,0,2010-05-07 12:00:00
15489,Woodward,IA,2010,5,7,22,20,2010-05-07 22:20:00
15490,Worcester,MA,2010,5,8,0,15,2010-05-08 00:15:00
15491,Lake Elsinore,CA,2010,6,6,11,15,2010-06-06 11:15:00
15492,Lake Elsinore,CA,2010,6,6,11,15,2010-06-06 11:15:00
15493,Santa Anna,TX,2010,6,6,21,0,2010-06-06 21:00:00
15494,Montclair,CA,2010,6,6,21,0,2010-06-06 21:00:00
15495,Rockford,IL,2010,6,6,22,0,2010-06-06 22:00:00
15496,Merced,CA,2010,6,6,22,0,2010-06-06 22:00:00
15497,Wilkes-Barre,PA,2010,6,6,22,0,2010-06-06 22:00:00
15498,Dawson Springs,KY,2010,6,6,22,0,2010-06-06 22:00:00
15499,Coldwater,OH,2008,10,10,23,15,2008-10-10 23:15:00
15500,Brownsville,TX,2008,10,11,4,30,2008-10-11 04:30:00
15501,Concord,CA,2008,10,11,6,0,2008-10-11 06:00:00
15502,Salisbury,NC,2008,10,11,13,0,2008-10-11 13:00:00
15503,Riverside,CA,2008,10,11,19,0,2008-10-11 19:00:00
15504,Bridgeport,CT,2008,10,11,19,0,2008-10-11 19:00:00
15505,Naples,FL,2008,10,11,19,30,2008-10-11 19:30:00
15506,Auberry,CA,2009,8,16,14,0,2009-08-16 14:00:00
15507,Van Nuys,CA,2009,8,16,17,0,2009-08-16 17:00:00
15508,Phoenix,AZ,2009,8,16,21,0,2009-08-16 21:00:00
15509,Franklin,NY,2009,8,16,21,30,2009-08-16 21:30:00
15510,Franklin,NY,2009,8,16,21,30,2009-08-16 21:30:00
15511,Stanwood,MI,2009,8,16,22,0,2009-08-16 22:00:00
15512,Oklahoma City,OK,2009,8,16,22,30,2009-08-16 22:30:00
15513,Mesa,AZ,2009,8,17,2,30,2009-08-17 02:30:00
15514,Little Rock,AR,2008,5,28,12,0,2008-05-28 12:00:00
15515,Newport Beach,CA,2008,5,30,11,0,2008-05-30 11:00:00
15516,Flagstaff,AZ,2008,6,1,12,0,2008-06-01 12:00:00
15517,Orangevale,CA,2008,6,5,21,30,2008-06-05 21:30:00
15518,Mountain View,CA,2008,6,7,21,0,2008-06-07 21:00:00
15519,Saint Joseph,MO,2008,6,7,21,45,2008-06-07 21:45:00
15520,San Luis Obispo,CA,2008,6,7,22,0,2008-06-07 22:00:00
15521,Everett,WA,2009,7,24,23,0,2009-07-24 23:00:00
15522,Erlanger,KY,2009,7,24,23,10,2009-07-24 23:10:00
15523,Kingston,GA,2009,7,24,23,30,2009-07-24 23:30:00
15524,Boston,MA,2009,7,24,23,30,2009-07-24 23:30:00
15525,Westland,MI,2009,7,25,0,30,2009-07-25 00:30:00
15526,Stillwater,MN,2009,7,25,4,0,2009-07-25 04:00:00
15527,Mishawaka,IN,2009,3,19,23,0,2009-03-19 23:00:00
15528,Grand Blanc,MI,2009,3,19,23,5,2009-03-19 23:05:00
15529,Mason,WV,2009,3,19,23,43,2009-03-19 23:43:00
15530,Hendersonville,NC,2009,3,20,2,30,2009-03-20 02:30:00
15531,Chattanooga,TN,2009,3,20,3,0,2009-03-20 03:00:00
15532,Deming,NM,2009,3,20,10,40,2009-03-20 10:40:00
15533,Oak Forest,IL,2009,3,20,12,0,2009-03-20 12:00:00
15534,Butler,MO,2009,3,20,17,0,2009-03-20 17:00:00
15535,Dupont,WA,2009,3,20,19,0,2009-03-20 19:00:00
15536,Wendell,ID,2010,2,2,20,0,2010-02-02 20:00:00
15537,Youngsville,LA,2010,2,2,20,5,2010-02-02 20:05:00
15538,Leawood,KS,2010,2,2,21,0,2010-02-02 21:00:00
15539,Atlanta,GA,2010,2,3,19,0,2010-02-03 19:00:00
15540,Surprise,AZ,2008,7,24,19,19,2008-07-24 19:19:00
15541,Monmouth,OR,2010,2,4,1,35,2010-02-04 01:35:00
15542,Warsaw,IN,2008,7,24,22,0,2008-07-24 22:00:00
15543,Goshen,IN,2008,7,24,22,15,2008-07-24 22:15:00
15544,Buffalo,NY,2008,7,24,22,55,2008-07-24 22:55:00
15545,Vallejo,CA,2008,12,23,18,30,2008-12-23 18:30:00
15546,Oakland,CA,2008,12,24,0,30,2008-12-24 00:30:00
15547,Riverside,CA,2008,12,24,7,18,2008-12-24 07:18:00
15548,Minneapolis,MN,2008,12,24,1,40,2008-12-24 01:40:00
15549,Inverness,FL,2008,12,24,9,30,2008-12-24 09:30:00
15550,Citrus heights,CA,2009,2,24,15,25,2009-02-24 15:25:00
15551,Dinuba,CA,2009,2,24,16,10,2009-02-24 16:10:00
15552,Billerica,MA,2009,2,24,19,20,2009-02-24 19:20:00
15553,Tipp City,OH,2009,2,24,21,0,2009-02-24 21:00:00
15554,Dallas,NC,2009,2,24,21,30,2009-02-24 21:30:00
15555,Seattle,WA,2009,2,25,15,17,2009-02-25 15:17:00
15556,Seattle,WA,2009,2,25,11,9,2009-02-25 11:09:00
15557,Marlborough,CT,2009,2,25,18,0,2009-02-25 18:00:00
15558,Tulsa,OK,2010,4,7,22,13,2010-04-07 22:13:00
15559,Tulsa,OK,2010,4,7,23,13,2010-04-07 23:13:00
15560,West Monroe,LA,2010,4,8,0,0,2010-04-08 00:00:00
15561,Bunnell,FL,2010,4,8,0,0,2010-04-08 00:00:00
15562,Amelia,OH,2010,4,8,1,34,2010-04-08 01:34:00
15563,Rosebud,SD,2010,6,23,2,30,2010-06-23 02:30:00
15564,Downey,CA,2010,4,8,9,45,2010-04-08 09:45:00
15565,Fort Lauderdale,FL,2009,5,22,23,0,2009-05-22 23:00:00
15566,Cincinnati,OH,2009,5,23,11,18,2009-05-23 11:18:00
15567,Grand Prairie,TX,2009,5,23,17,15,2009-05-23 17:15:00
15568,Trenton,OH,2009,5,23,20,0,2009-05-23 20:00:00
15569,Orting,WA,2009,5,23,20,38,2009-05-23 20:38:00
15570,Zimmerman,MN,2009,5,23,21,48,2009-05-23 21:48:00
15571,Shelton,WA,2009,5,23,21,50,2009-05-23 21:50:00
15572,Houston,TX,2009,4,20,6,30,2009-04-20 06:30:00
15573,Continental Divide,NM,2009,4,20,11,0,2009-04-20 11:00:00
15574,Fort Collins,CO,2009,4,20,14,0,2009-04-20 14:00:00
15575,Las Cruces,NM,2009,4,20,18,35,2009-04-20 18:35:00
15576,Tucson,AZ,2009,4,20,19,38,2009-04-20 19:38:00
15577,Kennewick,WA,2009,4,20,21,0,2009-04-20 21:00:00
15578,Harrington,WA,2009,4,20,21,34,2009-04-20 21:34:00
15579,Colorado Springs,CO,2009,4,21,2,5,2009-04-21 02:05:00
15580,Vero Beach,FL,2009,12,3,21,0,2009-12-03 21:00:00
15581,Vassalboro,ME,2009,12,4,4,50,2009-12-04 04:50:00
15582,Alexandria,KY,2009,12,4,5,0,2009-12-04 05:00:00
15583,Conway,NH,2009,12,4,8,4,2009-12-04 08:04:00
15584,Parksley,VA,2009,12,4,17,45,2009-12-04 17:45:00
15585,Buffalo,NY,2009,12,4,18,0,2009-12-04 18:00:00
15586,Woodsville,NH,2009,12,4,20,0,2009-12-04 20:00:00
15587,Watertown,NY,2010,5,30,10,30,2010-05-30 10:30:00
15588,Seattle,WA,2010,5,30,12,30,2010-05-30 12:30:00
15589,Draper,UT,2010,5,30,22,30,2010-05-30 22:30:00
15590,Paris,KY,2010,5,31,0,0,2010-05-31 00:00:00
15591,Mastic,NY,2010,5,31,2,50,2010-05-31 02:50:00
15592,Gravette,AR,2010,5,31,9,40,2010-05-31 09:40:00
15593,Thousand Oaks,CA,2010,5,31,11,15,2010-05-31 11:15:00
15594,Gardner,MA,2010,5,8,0,20,2010-05-08 00:20:00
15595,Los Angeles,CA,2010,5,8,1,0,2010-05-08 01:00:00
15596,Casa Grande,AZ,2010,5,8,17,30,2010-05-08 17:30:00
15597,Charlotte,NC,2010,5,8,21,39,2010-05-08 21:39:00
15598,Graham,WA,2010,5,8,22,15,2010-05-08 22:15:00
15599,Graham,WA,2010,5,8,22,15,2010-05-08 22:15:00
15600,Isanti,MN,2010,5,8,22,25,2010-05-08 22:25:00
15601,Gunnison,CO,2010,5,8,22,30,2010-05-08 22:30:00
15602,Daytona Beach,FL,2010,5,8,22,47,2010-05-08 22:47:00
15603,Oak Lawn,IL,2010,6,7,2,30,2010-06-07 02:30:00
15604,Banning,CA,2010,6,7,3,50,2010-06-07 03:50:00
15605,Wareham,MA,2010,6,7,22,0,2010-06-07 22:00:00
15606,Moberly,MO,2010,6,7,0,0,2010-06-07 00:00:00
15607,Independence,OH,2010,6,8,18,50,2010-06-08 18:50:00
15608,Tucson,AZ,2010,6,8,21,0,2010-06-08 21:00:00
15609,Merritt Island,FL,2010,6,8,21,0,2010-06-08 21:00:00
15610,Estero,FL,2010,6,9,20,58,2010-06-09 20:58:00
15611,Albuquerque,NM,2008,10,11,22,20,2008-10-11 22:20:00
15612,Los Angeles,CA,2008,10,11,22,30,2008-10-11 22:30:00
15613,Islip,NY,2008,10,12,5,20,2008-10-12 05:20:00
15614,Russellton,PA,2008,10,12,8,0,2008-10-12 08:00:00
15615,Rio Rancho,NM,2008,10,12,9,0,2008-10-12 09:00:00
15616,Reading,PA,2008,10,12,9,0,2008-10-12 09:00:00
15617,Nicholasville,KY,2008,10,12,15,10,2008-10-12 15:10:00
15618,Tacoma,WA,2008,10,12,19,20,2008-10-12 19:20:00
15619,McKinney,TX,2008,10,12,20,0,2008-10-12 20:00:00
15620,Lithia Springs,GA,2009,8,17,10,0,2009-08-17 10:00:00
15621,Goodyear,AZ,2009,8,17,19,0,2009-08-17 19:00:00
15622,Marysville,OH,2009,8,17,23,0,2009-08-17 23:00:00
15623,Lincoln City,OR,2009,8,17,23,0,2009-08-17 23:00:00
15624,Brooklyn,MI,2008,6,7,22,0,2008-06-07 22:00:00
15625,Hot Springs,AR,2008,6,7,22,0,2008-06-07 22:00:00
15626,Mount Ida,AR,2008,6,7,23,0,2008-06-07 23:00:00
15627,Pattonville,TX,2008,6,7,23,0,2008-06-07 23:00:00
15628,Gary,IN,2008,6,8,19,0,2008-06-08 19:00:00
15629,Oak Harbor,WA,2009,7,25,6,30,2009-07-25 06:30:00
15630,Chelsea,MI,2009,7,25,9,45,2009-07-25 09:45:00
15631,Palm Bay,FL,2009,7,25,10,15,2009-07-25 10:15:00
15632,Davie,FL,2009,7,25,12,36,2009-07-25 12:36:00
15633,Pampa,TX,2009,7,25,16,30,2009-07-25 16:30:00
15634,Los Angeles,CA,2009,7,25,16,30,2009-07-25 16:30:00
15635,Washington,MD,2009,3,20,20,40,2009-03-20 20:40:00
15636,Seattle,WA,2009,3,20,21,0,2009-03-20 21:00:00
15637,Phoenix,AZ,2009,3,20,21,30,2009-03-20 21:30:00
15638,Seattle,WA,2009,3,20,22,0,2009-03-20 22:00:00
15639,Dardanelle,AR,2009,3,20,22,45,2009-03-20 22:45:00
15640,San Francisco,CA,2009,3,20,23,0,2009-03-20 23:00:00
15641,San Diego,CA,2009,3,21,0,40,2009-03-21 00:40:00
15642,Los Angeles,CA,2010,2,4,5,40,2010-02-04 05:40:00
15643,Spencerport,NY,2010,2,4,6,15,2010-02-04 06:15:00
15644,Grove City,OH,2010,2,4,9,0,2010-02-04 09:00:00
15645,Boulder,CO,2010,2,5,1,0,2010-02-05 01:00:00
15646,Langley,WA,2010,2,5,18,0,2010-02-05 18:00:00
15647,Benton City,WA,2010,2,5,19,15,2010-02-05 19:15:00
15648,Tatum,TX,2010,2,5,19,50,2010-02-05 19:50:00
15649,Aztec,NM,2008,7,24,23,30,2008-07-24 23:30:00
15650,Quincy,MA,2008,7,25,2,45,2008-07-25 02:45:00
15651,Bakersfield,CA,2008,7,25,3,35,2008-07-25 03:35:00
15652,Maricopa,AZ,2008,7,25,4,0,2008-07-25 04:00:00
15653,Southbury,CT,2008,7,25,12,0,2008-07-25 12:00:00
15654,Aurora,IL,2008,7,25,17,0,2008-07-25 17:00:00
15655,Van Nuys,CA,2008,7,25,20,15,2008-07-25 20:15:00
15656,Oklahoma City,OK,2008,12,24,17,45,2008-12-24 17:45:00
15657,Auburn Hills,MI,2008,12,24,22,10,2008-12-24 22:10:00
15658,Paintsville,KY,2008,12,25,1,0,2008-12-25 01:00:00
15659,Bremerton,WA,2008,12,25,5,54,2008-12-25 05:54:00
15660,Bremerton,WA,2008,12,25,5,55,2008-12-25 05:55:00
15661,Morgan City,LA,2009,2,25,20,0,2009-02-25 20:00:00
15662,Tuscaloosa,AL,2009,2,25,20,0,2009-02-25 20:00:00
15663,Ridgely,MD,2009,2,25,20,25,2009-02-25 20:25:00
15664,Ellensburg,WA,2009,2,25,21,45,2009-02-25 21:45:00
15665,Manchester,CT,2009,2,26,19,50,2009-02-26 19:50:00
15666,Deerfield,MA,2009,2,26,20,0,2009-02-26 20:00:00
15667,Chino Valley,AZ,2009,2,26,20,15,2009-02-26 20:15:00
15668,Salinas,CA,2010,4,8,15,15,2010-04-08 15:15:00
15669,San Diego,CA,2010,4,8,19,37,2010-04-08 19:37:00
15670,Dripping Springs,TX,2010,4,8,20,49,2010-04-08 20:49:00
15671,Dripping Springs,TX,2010,4,8,20,49,2010-04-08 20:49:00
15672,Shreveport,LA,2010,4,8,22,0,2010-04-08 22:00:00
15673,Cotulla,TX,2010,4,8,22,0,2010-04-08 22:00:00
15674,Evergreen,CO,2010,4,8,22,0,2010-04-08 22:00:00
15675,Clarks Summit,PA,2009,5,23,22,0,2009-05-23 22:00:00
15676,Savannah,GA,2009,5,24,4,0,2009-05-24 04:00:00
15677,Phoenix,AZ,2009,5,24,17,0,2009-05-24 17:00:00
15678,Lisbon,ME,2009,5,24,21,45,2009-05-24 21:45:00
15679,Olympia,WA,2009,5,24,21,55,2009-05-24 21:55:00
15680,Pennellville,NY,2009,5,24,22,0,2009-05-24 22:00:00
15681,Milaca,MN,2009,5,24,22,0,2009-05-24 22:00:00
15682,Columbia,MO,2009,4,21,5,30,2009-04-21 05:30:00
15683,New York,NY,2009,4,21,9,5,2009-04-21 09:05:00
15684,Santa Barbara,CA,2009,4,21,20,15,2009-04-21 20:15:00
15685,Wilmington,CA,2009,4,21,20,45,2009-04-21 20:45:00
15686,Gaithersburg,MD,2009,4,21,21,25,2009-04-21 21:25:00
